name,x,class,Log 2 Fol-Change,transcript_length,GC_content (%),sense,chromosomE
ENST00000525636.5,ENST00000525636.5,Cytosol,-0.880234407,638,0.479623824,antisense,chromosome_name11
ENST00000525594.1,ENST00000525594.1,Nuclear,3.355814081,585,0.434188034,antisense,chromosome_name11
ENST00000525578.1,ENST00000525578.1,Nuclear,3.502021528,829,0.46562123,antisense,chromosome_name11
ENST00000525534.1,ENST00000525534.1,Nuclear,5.567220641,716,0.451117318,antisense,chromosome_name11
ENST00000525363.1,ENST00000525363.1,Nuclear,4.221924833,607,0.456342669,antisense,chromosome_name11
ENST00000525302.5,ENST00000525302.5,Cytosol,-0.709051432,583,0.481989708,antisense,chromosome_name11
ENST00000525260.5,ENST00000525260.5,Cytosol,-5.093241686,891,0.557800224,antisense,chromosome_name11
ENST00000525217.1,ENST00000525217.1,Nuclear,4.079873742,617,0.669367909,antisense,chromosome_name11
ENST00000525186.1,ENST00000525186.1,Cytosol,-0.852231726,869,0.434982739,antisense,chromosome_name8
ENST00000525151.5,ENST00000525151.5,Cytosol,-1.847944464,609,0.476190476,antisense,chromosome_name6
ENST00000525142.1,ENST00000525142.1,Cytosol,-1.441674965,567,0.636684303,antisense,chromosome_name11
ENST00000525023.1,ENST00000525023.1,Nuclear,3.178922591,444,0.587837838,antisense,chromosome_name8
ENST00000525008.5,ENST00000525008.5,Cytosol,-0.456999783,496,0.491935484,antisense,chromosome_name19
ENST00000524964.1,ENST00000524964.1,Cytosol,-2.264783057,416,0.504807692,antisense,chromosome_name11
ENST00000524818.1,ENST00000524818.1,Nuclear,3.228687606,489,0.511247444,antisense,chromosome_name9
ENST00000524619.1,ENST00000524619.1,Cytosol,-0.132840933,392,0.571428571,antisense,chromosome_name11
ENST00000524499.1,ENST00000524499.1,Cytosol,-0.07905907,1264,0.628955696,antisense,chromosome_name8
ENST00000524453.1,ENST00000524453.1,Nuclear,3.870451005,744,0.485215054,antisense,chromosome_name11
ENST00000524425.1,ENST00000524425.1,Nuclear,3.443168469,826,0.473365617,antisense,chromosome_name8
ENST00000524389.5,ENST00000524389.5,Cytosol,-0.961489403,641,0.472698908,antisense,chromosome_name17
ENST00000524312.1,ENST00000524312.1,Cytosol,-1.506946582,567,0.481481481,antisense,chromosome_name5
ENST00000524253.1,ENST00000524253.1,Nuclear,3.305947227,364,0.445054945,antisense,chromosome_name8
ENST00000524252.1,ENST00000524252.1,Cytosol,-1.989289772,2054,0.386562804,antisense,chromosome_name8
ENST00000524210.1,ENST00000524210.1,Nuclear,4.137896407,2591,0.449633346,antisense,chromosome_name3
ENST00000524198.1,ENST00000524198.1,Nuclear,4.768473035,458,0.46069869,antisense,chromosome_name5
ENST00000524100.1,ENST00000524100.1,Cytosol,-1.0825716,917,0.406761178,antisense,chromosome_name8
ENST00000524085.2,ENST00000524085.2,Nuclear,4.318570767,546,0.507326007,antisense,chromosome_name8
ENST00000524045.6,ENST00000524045.6,Cytosol,-0.313714111,987,0.397163121,antisense,chromosome_name8
ENST00000524007.1,ENST00000524007.1,Cytosol,-1.940803105,504,0.619047619,antisense,chromosome_name8
ENST00000524003.1,ENST00000524003.1,Cytosol,-1.690488957,2171,0.351911561,antisense,chromosome_name8
ENST00000523945.1,ENST00000523945.1,Cytosol,-0.21288725,530,0.450943396,antisense,chromosome_name8
ENST00000523884.1,ENST00000523884.1,Nuclear,3.665765112,471,0.537154989,antisense,chromosome_name8
ENST00000523825.1,ENST00000523825.1,Cytosol,-1.282977351,789,0.45373891,antisense,chromosome_name8
ENST00000523790.1,ENST00000523790.1,Cytosol,-2.469751375,1129,0.598759965,antisense,chromosome_name7
ENST00000523789.2,ENST00000523789.2,Nuclear,4.802749809,543,0.521178637,antisense,chromosome_name8
ENST00000523733.1,ENST00000523733.1,Nuclear,2.99247072,583,0.440823328,antisense,chromosome_name8
ENST00000523683.1,ENST00000523683.1,Cytosol,-0.182896691,692,0.683526012,antisense,chromosome_name8
ENST00000523673.1,ENST00000523673.1,Cytosol,-0.400973837,424,0.471698113,antisense,chromosome_name8
ENST00000523658.1,ENST00000523658.1,Cytosol,-1.627719295,648,0.455246914,antisense,chromosome_name8
ENST00000523657.1,ENST00000523657.1,Cytosol,-0.918624491,670,0.48358209,antisense,chromosome_name8
ENST00000523643.5,ENST00000523643.5,Cytosol,-0.394219411,754,0.48806366,antisense,chromosome_name8
ENST00000523627.1,ENST00000523627.1,Cytosol,-0.388922579,570,0.594736842,antisense,chromosome_name8
ENST00000523598.1,ENST00000523598.1,Nuclear,4.782728177,731,0.467852257,antisense,chromosome_name5
ENST00000523497.1,ENST00000523497.1,Cytosol,-1.041469407,648,0.452160494,antisense,chromosome_name5
ENST00000523459.5,ENST00000523459.5,Cytosol,-0.535556933,590,0.518644068,antisense,chromosome_name8
ENST00000523422.1,ENST00000523422.1,Cytosol,-0.022441277,449,0.608017817,antisense,chromosome_name8
ENST00000523365.1,ENST00000523365.1,Nuclear,3.353705833,643,0.437013997,antisense,chromosome_name8
ENST00000523364.1,ENST00000523364.1,Cytosol,-0.325411073,989,0.507583418,antisense,chromosome_name7
ENST00000523225.1,ENST00000523225.1,Cytosol,-1.388375629,1017,0.630285152,antisense,chromosome_name8
ENST00000523197.5,ENST00000523197.5,Cytosol,-1.299852046,602,0.466777409,antisense,chromosome_name8
ENST00000523083.1,ENST00000523083.1,Cytosol,-0.259538075,547,0.511882998,antisense,chromosome_name17
ENST00000523002.1,ENST00000523002.1,Nuclear,3.434991912,544,0.5625,antisense,chromosome_name8
ENST00000522970.1,ENST00000522970.1,Nuclear,3.196208612,605,0.4,antisense,chromosome_name8
ENST00000522961.1,ENST00000522961.1,Cytosol,-1.793001639,240,0.583333333,antisense,chromosome_name8
ENST00000522914.1,ENST00000522914.1,Cytosol,-1.823185621,454,0.464757709,antisense,chromosome_name8
ENST00000522897.1,ENST00000522897.1,Cytosol,-0.701727938,523,0.598470363,antisense,chromosome_name8
ENST00000522863.2,ENST00000522863.2,Nuclear,2.822191475,1723,0.601276843,antisense,chromosome_name7
ENST00000522856.1,ENST00000522856.1,Cytosol,-0.795154986,594,0.558922559,antisense,chromosome_name8
ENST00000522850.1,ENST00000522850.1,Cytosol,-0.063674795,473,0.572938689,antisense,chromosome_name8
ENST00000522817.1,ENST00000522817.1,Cytosol,-0.568345354,4275,0.369824561,antisense,chromosome_name8
ENST00000522762.1,ENST00000522762.1,Nuclear,2.964968217,583,0.399656947,antisense,chromosome_name5
ENST00000522673.5,ENST00000522673.5,Cytosol,-0.293260314,1519,0.526662278,antisense,chromosome_name13
ENST00000522615.1,ENST00000522615.1,Nuclear,2.893900303,3478,0.513801035,antisense,chromosome_name5
ENST00000522519.5,ENST00000522519.5,Cytosol,-2.374041788,1537,0.516590761,antisense,chromosome_name8
ENST00000522383.1,ENST00000522383.1,Cytosol,-0.278943157,777,0.586872587,antisense,chromosome_name8
ENST00000522357.1,ENST00000522357.1,Cytosol,-0.37640634,590,0.396610169,antisense,chromosome_name8
ENST00000522221.1,ENST00000522221.1,Cytosol,-2.654265812,979,0.360572012,antisense,chromosome_name3
ENST00000522197.1,ENST00000522197.1,Cytosol,-1.68420173,575,0.577391304,antisense,chromosome_name8
ENST00000522193.1,ENST00000522193.1,Cytosol,-1.600369216,339,0.525073746,antisense,chromosome_name7
ENST00000522190.1,ENST00000522190.1,Nuclear,2.972723305,708,0.320621469,antisense,chromosome_name8
ENST00000522132.1,ENST00000522132.1,Nuclear,3.566512424,362,0.375690608,antisense,chromosome_name8
ENST00000521894.1,ENST00000521894.1,Cytosol,-4.560108584,821,0.370280146,antisense,chromosome_name8
ENST00000521872.1,ENST00000521872.1,Cytosol,-1.127935358,590,0.418644068,antisense,chromosome_name8
ENST00000521802.5,ENST00000521802.5,Cytosol,-4.411760272,415,0.457831325,antisense,chromosome_name8
ENST00000521775.5,ENST00000521775.5,Cytosol,-2.410271298,595,0.373109244,antisense,chromosome_name8
ENST00000521697.1,ENST00000521697.1,Cytosol,-1.011293229,523,0.432122371,antisense,chromosome_name5
ENST00000521687.5,ENST00000521687.5,Cytosol,-1.715351794,764,0.471204188,antisense,chromosome_name7
ENST00000521609.5,ENST00000521609.5,Cytosol,-2.269544018,793,0.426229508,antisense,chromosome_name3
ENST00000521596.1,ENST00000521596.1,Cytosol,-0.660009427,481,0.648648649,antisense,chromosome_name5
ENST00000521507.5,ENST00000521507.5,Cytosol,-0.397051716,665,0.533834586,antisense,chromosome_name13
ENST00000521467.5,ENST00000521467.5,Cytosol,-0.496146241,485,0.492783505,antisense,chromosome_name8
ENST00000521433.1,ENST00000521433.1,Cytosol,-0.635216055,579,0.483592401,antisense,chromosome_name8
ENST00000521383.5,ENST00000521383.5,Cytosol,-3.872274669,736,0.544836957,antisense,chromosome_name8
ENST00000521246.1,ENST00000521246.1,Cytosol,-5.02554267,421,0.54631829,antisense,chromosome_name8
ENST00000521231.1,ENST00000521231.1,Cytosol,-5.448281274,621,0.582930757,antisense,chromosome_name7
ENST00000521230.5,ENST00000521230.5,Cytosol,-0.108970212,407,0.442260442,antisense,chromosome_name8
ENST00000521204.1,ENST00000521204.1,Cytosol,-0.679892891,638,0.412225705,antisense,chromosome_name5
ENST00000521203.1,ENST00000521203.1,Nuclear,3.180081658,561,0.422459893,antisense,chromosome_name8
ENST00000521159.5,ENST00000521159.5,Cytosol,-1.773062278,800,0.525,antisense,chromosome_name7
ENST00000521102.1,ENST00000521102.1,Cytosol,-3.361385101,613,0.456769984,antisense,chromosome_name8
ENST00000521091.6,ENST00000521091.6,Cytosol,-0.036573446,2110,0.427488152,antisense,chromosome_name22
ENST00000521073.5,ENST00000521073.5,Cytosol,-1.6513332,796,0.52638191,antisense,chromosome_name8
ENST00000520928.1,ENST00000520928.1,Nuclear,4.868497075,648,0.361111111,antisense,chromosome_name5
ENST00000520891.5,ENST00000520891.5,Cytosol,-0.409964246,603,0.520729685,antisense,chromosome_name6
ENST00000520885.1,ENST00000520885.1,Cytosol,-0.935032725,483,0.50310559,antisense,chromosome_name8
ENST00000520840.5,ENST00000520840.5,Cytosol,-0.775359773,484,0.555785124,antisense,chromosome_name8
ENST00000520838.1,ENST00000520838.1,Cytosol,-2.566853765,587,0.558773424,antisense,chromosome_name5
ENST00000520820.1,ENST00000520820.1,Cytosol,-0.87273753,800,0.535,antisense,chromosome_name8
ENST00000520778.1,ENST00000520778.1,Cytosol,-2.678353989,590,0.398305085,antisense,chromosome_name8
ENST00000520750.6,ENST00000520750.6,Cytosol,-3.036490132,549,0.599271403,antisense,chromosome_name8
ENST00000520658.1,ENST00000520658.1,Nuclear,3.465819221,545,0.532110092,antisense,chromosome_name5
ENST00000520629.5,ENST00000520629.5,Cytosol,-8.802688125,415,0.477108434,antisense,chromosome_name3
ENST00000520594.5,ENST00000520594.5,Cytosol,-0.955116074,634,0.411671924,antisense,chromosome_name8
ENST00000520590.5,ENST00000520590.5,Cytosol,-0.432258276,873,0.555555556,antisense,chromosome_name13
ENST00000520588.1,ENST00000520588.1,Cytosol,-1.135413632,649,0.397534669,antisense,chromosome_name8
ENST00000520576.5,ENST00000520576.5,Nuclear,3.096709751,1347,0.49294729,antisense,chromosome_name8
ENST00000520575.1,ENST00000520575.1,Cytosol,-1.667083402,382,0.442408377,antisense,chromosome_name8
ENST00000520562.1,ENST00000520562.1,Nuclear,2.945189348,939,0.382321619,antisense,chromosome_name8
ENST00000520538.1,ENST00000520538.1,Cytosol,-1.61425488,476,0.586134454,antisense,chromosome_name8
ENST00000520512.1,ENST00000520512.1,Nuclear,3.609599588,372,0.475806452,antisense,chromosome_name8
ENST00000520447.1,ENST00000520447.1,Cytosol,-1.191427272,1809,0.372581537,antisense,chromosome_name3
ENST00000520418.1,ENST00000520418.1,Nuclear,3.762489261,564,0.581560284,antisense,chromosome_name8
ENST00000520357.1,ENST00000520357.1,Cytosol,-0.383053135,575,0.546086957,antisense,chromosome_name8
ENST00000520268.1,ENST00000520268.1,Cytosol,-1.35646351,491,0.448065173,antisense,chromosome_name8
ENST00000520190.1,ENST00000520190.1,Cytosol,-1.270140037,431,0.450116009,antisense,chromosome_name5
ENST00000520129.1,ENST00000520129.1,Nuclear,3.332786113,468,0.632478632,antisense,chromosome_name8
ENST00000520043.1,ENST00000520043.1,Cytosol,-0.668159573,595,0.354621849,antisense,chromosome_name8
ENST00000520037.1,ENST00000520037.1,Nuclear,3.114614517,447,0.398210291,antisense,chromosome_name8
ENST00000520025.1,ENST00000520025.1,Nuclear,3.30256836,273,0.472527473,antisense,chromosome_name8
ENST00000519935.1,ENST00000519935.1,Cytosol,-2.55064549,1161,0.583979328,antisense,chromosome_name7
ENST00000519870.1,ENST00000519870.1,Nuclear,3.391369812,893,0.534154535,antisense,chromosome_name8
ENST00000519852.5,ENST00000519852.5,Cytosol,-0.511583633,328,0.533536585,antisense,chromosome_name8
ENST00000519801.1,ENST00000519801.1,Cytosol,-1.590076725,977,0.446264074,antisense,chromosome_name8
ENST00000519795.1,ENST00000519795.1,Cytosol,-0.06633083,503,0.491053678,antisense,chromosome_name5
ENST00000519786.1,ENST00000519786.1,Cytosol,-3.72366892,325,0.430769231,antisense,chromosome_name8
ENST00000519753.1,ENST00000519753.1,Cytosol,-3.395155006,1031,0.531522793,antisense,chromosome_name8
ENST00000519751.5,ENST00000519751.5,Cytosol,-1.485551182,596,0.546979866,antisense,chromosome_name8
ENST00000519750.1,ENST00000519750.1,Cytosol,-0.484584005,516,0.426356589,antisense,chromosome_name5
ENST00000519727.5,ENST00000519727.5,Cytosol,-3.747258747,396,0.502525253,antisense,chromosome_name5
ENST00000519694.1,ENST00000519694.1,Cytosol,-1.451518159,441,0.537414966,antisense,chromosome_name7
ENST00000519104.5,ENST00000519104.5,Cytosol,-0.128138764,2016,0.454365079,antisense,chromosome_name6
ENST00000518993.1,ENST00000518993.1,Cytosol,-0.691938152,1079,0.429101019,antisense,chromosome_name8
ENST00000518988.5,ENST00000518988.5,Nuclear,3.709025606,741,0.42780027,antisense,chromosome_name8
ENST00000518942.1,ENST00000518942.1,Cytosol,-1.159668267,816,0.56004902,antisense,chromosome_name8
ENST00000518894.1,ENST00000518894.1,Cytosol,-0.058227764,548,0.523722628,antisense,chromosome_name5
ENST00000518865.5,ENST00000518865.5,Cytosol,-1.664570351,577,0.45407279,antisense,chromosome_name8
ENST00000518837.1,ENST00000518837.1,Nuclear,3.616223728,489,0.413087935,antisense,chromosome_name5
ENST00000518822.1,ENST00000518822.1,Cytosol,-0.135903349,978,0.45807771,antisense,chromosome_name8
ENST00000518790.1,ENST00000518790.1,Cytosol,-5.539121406,451,0.450110865,antisense,chromosome_name5
ENST00000518674.1,ENST00000518674.1,Cytosol,-1.187450489,318,0.531446541,antisense,chromosome_name8
ENST00000518662.5,ENST00000518662.5,Nuclear,2.81705055,2643,0.519107075,antisense,chromosome_name8
ENST00000518633.5,ENST00000518633.5,Cytosol,-0.96341043,543,0.488029466,antisense,chromosome_name8
ENST00000518600.1,ENST00000518600.1,Cytosol,-3.42079634,376,0.489361702,antisense,chromosome_name1
ENST00000518570.2,ENST00000518570.2,Cytosol,-0.061838242,471,0.515923567,antisense,chromosome_name6
ENST00000518494.1,ENST00000518494.1,Cytosol,-4.683497368,826,0.474576271,antisense,chromosome_name8
ENST00000518481.1,ENST00000518481.1,Cytosol,-2.214332977,579,0.564766839,antisense,chromosome_name8
ENST00000518470.5,ENST00000518470.5,Cytosol,-0.804613891,563,0.404973357,antisense,chromosome_name6
ENST00000518437.1,ENST00000518437.1,Cytosol,-0.94346958,240,0.495833333,antisense,chromosome_name3
ENST00000518362.1,ENST00000518362.1,Cytosol,-5.022544445,1408,0.362926136,antisense,chromosome_name8
ENST00000518331.1,ENST00000518331.1,Cytosol,-1.017785323,540,0.609259259,antisense,chromosome_name3
ENST00000518152.1,ENST00000518152.1,Nuclear,3.707610978,784,0.428571429,antisense,chromosome_name8
ENST00000518143.1,ENST00000518143.1,Cytosol,-1.334612099,1711,0.41320865,antisense,chromosome_name8
ENST00000518088.5,ENST00000518088.5,Cytosol,-1.260283483,509,0.485265226,antisense,chromosome_name7
ENST00000518073.1,ENST00000518073.1,Cytosol,-1.229649498,379,0.596306069,antisense,chromosome_name8
ENST00000517999.5,ENST00000517999.5,Cytosol,-4.567087752,370,0.518918919,antisense,chromosome_name8
ENST00000517996.5,ENST00000517996.5,Cytosol,-1.131663566,756,0.455026455,antisense,chromosome_name8
ENST00000517965.1,ENST00000517965.1,Cytosol,-0.995204111,850,0.363529412,antisense,chromosome_name6
ENST00000517959.1,ENST00000517959.1,Cytosol,-0.759676926,917,0.47219193,antisense,chromosome_name8
ENST00000517898.1,ENST00000517898.1,Cytosol,-0.631482993,1106,0.436708861,antisense,chromosome_name8
ENST00000517846.1,ENST00000517846.1,Cytosol,-1.554680021,608,0.447368421,antisense,chromosome_name3
ENST00000517798.1,ENST00000517798.1,Cytosol,-5.181522845,646,0.379256966,antisense,chromosome_name8
ENST00000517774.1,ENST00000517774.1,Cytosol,-1.592139991,499,0.71743487,antisense,chromosome_name8
ENST00000517735.1,ENST00000517735.1,Cytosol,-0.018712661,359,0.537604457,antisense,chromosome_name8
ENST00000517716.1,ENST00000517716.1,Cytosol,-0.033035749,399,0.488721805,antisense,chromosome_name2
ENST00000517697.5,ENST00000517697.5,Cytosol,-3.425433726,559,0.529516995,antisense,chromosome_name8
ENST00000517687.1,ENST00000517687.1,Nuclear,4.01410878,227,0.484581498,antisense,chromosome_name3
ENST00000517641.1,ENST00000517641.1,Cytosol,-2.537580585,583,0.579759863,antisense,chromosome_name7
ENST00000517623.1,ENST00000517623.1,Nuclear,3.095719719,502,0.416334661,antisense,chromosome_name8
ENST00000517521.5,ENST00000517521.5,Cytosol,-1.542303244,909,0.541254125,antisense,chromosome_name8
ENST00000517512.1,ENST00000517512.1,Nuclear,3.571132402,422,0.452606635,antisense,chromosome_name8
ENST00000517454.1,ENST00000517454.1,Nuclear,3.04135364,735,0.414965986,antisense,chromosome_name8
ENST00000517411.1,ENST00000517411.1,Cytosol,-2.037946522,645,0.511627907,antisense,chromosome_name8
ENST00000517389.5,ENST00000517389.5,Cytosol,-2.323432825,559,0.438282648,antisense,chromosome_name8
ENST00000515865.1,ENST00000515865.1,Cytosol,-3.796666444,811,0.408138101,antisense,chromosome_name4
ENST00000515741.5,ENST00000515741.5,Cytosol,-0.993686692,805,0.501863354,antisense,chromosome_name4
ENST00000515688.5,ENST00000515688.5,Cytosol,-1.824236781,265,0.460377358,antisense,chromosome_name5
ENST00000515597.1,ENST00000515597.1,Nuclear,3.951070425,664,0.365963855,antisense,chromosome_name4
ENST00000515495.1,ENST00000515495.1,Nuclear,3.421778983,871,0.386911596,antisense,chromosome_name4
ENST00000515466.1,ENST00000515466.1,Cytosol,-1.425321371,557,0.606822262,antisense,chromosome_name5
ENST00000515455.2,ENST00000515455.2,Cytosol,-0.999052398,1650,0.516363636,antisense,chromosome_name16
ENST00000515419.5,ENST00000515419.5,Cytosol,-2.145079049,570,0.512280702,antisense,chromosome_name5
ENST00000515414.1,ENST00000515414.1,Nuclear,5.131270773,537,0.426443203,antisense,chromosome_name4
ENST00000515412.2,ENST00000515412.2,Cytosol,-0.51225309,537,0.523277467,antisense,chromosome_name14
ENST00000515376.5,ENST00000515376.5,Cytosol,-2.251698078,951,0.452155626,antisense,chromosome_name4
ENST00000515345.5,ENST00000515345.5,Cytosol,-0.861072331,797,0.503136763,antisense,chromosome_name4
ENST00000515310.5,ENST00000515310.5,Cytosol,-2.866740098,593,0.591905565,antisense,chromosome_name4
ENST00000515288.1,ENST00000515288.1,Cytosol,-0.22976839,539,0.521335807,antisense,chromosome_name5
ENST00000515194.5,ENST00000515194.5,Cytosol,-0.004034359,3860,0.512953368,antisense,chromosome_name4
ENST00000515186.1,ENST00000515186.1,Nuclear,3.606004238,664,0.46686747,antisense,chromosome_name4
ENST00000515122.1,ENST00000515122.1,Nuclear,3.194423518,3142,0.52768937,antisense,chromosome_name5
ENST00000515003.1,ENST00000515003.1,Nuclear,3.788864023,373,0.420911528,antisense,chromosome_name5
ENST00000514984.1,ENST00000514984.1,Cytosol,-1.357142172,533,0.590994371,antisense,chromosome_name4
ENST00000514980.1,ENST00000514980.1,Nuclear,3.103696607,4076,0.39033366,antisense,chromosome_name8
ENST00000514884.1,ENST00000514884.1,Nuclear,3.520074131,587,0.461669506,antisense,chromosome_name4
ENST00000514879.1,ENST00000514879.1,Cytosol,-1.370865407,572,0.433566434,antisense,chromosome_name4
ENST00000514846.1,ENST00000514846.1,Nuclear,5.119780827,543,0.567219153,antisense,chromosome_name5
ENST00000514811.1,ENST00000514811.1,Cytosol,-0.973295916,365,0.476712329,antisense,chromosome_name5
ENST00000514794.6,ENST00000514794.6,Nuclear,3.964179256,2350,0.398723404,antisense,chromosome_name5
ENST00000514696.1,ENST00000514696.1,Cytosol,-0.69866235,582,0.453608247,antisense,chromosome_name5
ENST00000514532.2,ENST00000514532.2,Nuclear,6.024040072,2913,0.413319602,antisense,chromosome_name5
ENST00000514487.1,ENST00000514487.1,Cytosol,-1.577098342,289,0.55017301,antisense,chromosome_name5
ENST00000514459.1,ENST00000514459.1,Nuclear,3.337886806,460,0.5,antisense,chromosome_name5
ENST00000514411.1,ENST00000514411.1,Nuclear,3.172112376,457,0.317286652,antisense,chromosome_name5
ENST00000514376.1,ENST00000514376.1,Nuclear,2.830779048,1757,0.575981787,antisense,chromosome_name5
ENST00000514358.1,ENST00000514358.1,Nuclear,4.080388223,690,0.572463768,antisense,chromosome_name17
ENST00000514288.5,ENST00000514288.5,Nuclear,3.185820148,576,0.543402778,antisense,chromosome_name5
ENST00000514269.1,ENST00000514269.1,Nuclear,4.807459361,2565,0.468615984,antisense,chromosome_name4
ENST00000514214.1,ENST00000514214.1,Nuclear,3.552157258,782,0.430946292,antisense,chromosome_name5
ENST00000514207.1,ENST00000514207.1,Cytosol,-2.950090878,248,0.423387097,antisense,chromosome_name5
ENST00000514180.5,ENST00000514180.5,Cytosol,-1.320375856,1656,0.523550725,antisense,chromosome_name8
ENST00000514158.5,ENST00000514158.5,Nuclear,3.131571586,713,0.361851332,antisense,chromosome_name5
ENST00000514126.5,ENST00000514126.5,Cytosol,-0.898123655,727,0.42778542,antisense,chromosome_name11
ENST00000514109.1,ENST00000514109.1,Cytosol,-0.447089361,786,0.507633588,antisense,chromosome_name4
ENST00000514092.5,ENST00000514092.5,Cytosol,-0.114883675,501,0.429141717,antisense,chromosome_name5
ENST00000513958.1,ENST00000513958.1,Cytosol,-0.983960586,706,0.511331445,antisense,chromosome_name5
ENST00000513560.6,ENST00000513560.6,Cytosol,-1.218024733,4769,0.379953869,antisense,chromosome_name5
ENST00000513221.1,ENST00000513221.1,Nuclear,4.713961687,523,0.399617591,antisense,chromosome_name5
ENST00000513220.1,ENST00000513220.1,Nuclear,3.570497435,3526,0.413499716,antisense,chromosome_name4
ENST00000513158.1,ENST00000513158.1,Nuclear,3.272470503,575,0.469565217,antisense,chromosome_name5
ENST00000513153.5,ENST00000513153.5,Cytosol,-3.694748569,695,0.407194245,antisense,chromosome_name4
ENST00000513071.1,ENST00000513071.1,Cytosol,-0.303135478,638,0.451410658,antisense,chromosome_name4
ENST00000513067.1,ENST00000513067.1,Cytosol,-0.50105382,365,0.498630137,antisense,chromosome_name4
ENST00000513055.1,ENST00000513055.1,Cytosol,-0.624507708,645,0.525581395,antisense,chromosome_name5
ENST00000513017.1,ENST00000513017.1,Nuclear,4.33503286,607,0.545304778,antisense,chromosome_name17
ENST00000513011.2,ENST00000513011.2,Nuclear,3.022543255,833,0.432172869,antisense,chromosome_name5
ENST00000512934.1,ENST00000512934.1,Nuclear,2.846068019,528,0.522727273,antisense,chromosome_name5
ENST00000512932.5,ENST00000512932.5,Cytosol,-2.920920296,971,0.425334706,antisense,chromosome_name4
ENST00000512916.2,ENST00000512916.2,Cytosol,-1.375449736,1408,0.551846591,antisense,chromosome_name12
ENST00000512875.2,ENST00000512875.2,Nuclear,3.366546683,731,0.482900137,antisense,chromosome_name5
ENST00000512856.1,ENST00000512856.1,Nuclear,4.572170841,993,0.41591138,antisense,chromosome_name5
ENST00000512730.1,ENST00000512730.1,Nuclear,3.352520939,691,0.429811867,antisense,chromosome_name5
ENST00000512724.5,ENST00000512724.5,Cytosol,-0.360363743,570,0.429824561,antisense,chromosome_name5
ENST00000512712.2,ENST00000512712.2,Cytosol,-0.188769403,3188,0.555207026,antisense,chromosome_name4
ENST00000512642.1,ENST00000512642.1,Cytosol,-2.137584887,522,0.475095785,antisense,chromosome_name5
ENST00000512637.5,ENST00000512637.5,Cytosol,-0.22546558,1675,0.566567164,antisense,chromosome_name4
ENST00000512514.1,ENST00000512514.1,Cytosol,-3.350083737,483,0.401656315,antisense,chromosome_name4
ENST00000512428.1,ENST00000512428.1,Nuclear,2.856537073,3147,0.389895138,antisense,chromosome_name4
ENST00000512427.5,ENST00000512427.5,Cytosol,-0.203797737,290,0.517241379,antisense,chromosome_name12
ENST00000512329.1,ENST00000512329.1,Cytosol,-1.778893953,681,0.483113069,antisense,chromosome_name5
ENST00000512301.1,ENST00000512301.1,Cytosol,-0.456415459,611,0.561374795,antisense,chromosome_name5
ENST00000512290.2,ENST00000512290.2,Nuclear,3.253641618,832,0.411057692,antisense,chromosome_name8
ENST00000512287.1,ENST00000512287.1,Cytosol,-0.770136043,601,0.522462562,antisense,chromosome_name5
ENST00000512209.6,ENST00000512209.6,Cytosol,-0.760764648,548,0.47810219,antisense,chromosome_name4
ENST00000512130.5,ENST00000512130.5,Cytosol,-1.541139031,525,0.419047619,antisense,chromosome_name4
ENST00000512129.1,ENST00000512129.1,Cytosol,-0.855404995,430,0.460465116,antisense,chromosome_name4
ENST00000512128.1,ENST00000512128.1,Nuclear,2.882470651,479,0.488517745,antisense,chromosome_name5
ENST00000511917.1,ENST00000511917.1,Cytosol,-3.19070152,1049,0.413727359,antisense,chromosome_name4
ENST00000511818.1,ENST00000511818.1,Cytosol,-1.083843553,371,0.41509434,antisense,chromosome_name4
ENST00000511728.5,ENST00000511728.5,Cytosol,-2.052433095,583,0.493996569,antisense,chromosome_name4
ENST00000511627.1,ENST00000511627.1,Cytosol,-1.166094532,715,0.639160839,antisense,chromosome_name17
ENST00000511626.2,ENST00000511626.2,Cytosol,-1.620291022,425,0.602352941,antisense,chromosome_name5
ENST00000511565.1,ENST00000511565.1,Nuclear,3.465193553,502,0.567729084,antisense,chromosome_name5
ENST00000511547.6,ENST00000511547.6,Nuclear,3.250549226,575,0.446956522,antisense,chromosome_name5
ENST00000511543.1,ENST00000511543.1,Nuclear,4.429475975,2453,0.462291072,antisense,chromosome_name4
ENST00000511517.1,ENST00000511517.1,Nuclear,3.039796087,738,0.520325203,antisense,chromosome_name5
ENST00000511361.1,ENST00000511361.1,Cytosol,-0.766026813,430,0.518604651,antisense,chromosome_name17
ENST00000511322.1,ENST00000511322.1,Cytosol,-2.148215534,245,0.448979592,antisense,chromosome_name17
ENST00000511301.1,ENST00000511301.1,Cytosol,-1.032679858,327,0.666666667,antisense,chromosome_name3
ENST00000511271.5,ENST00000511271.5,Cytosol,-2.903221535,516,0.451550388,antisense,chromosome_name4
ENST00000511196.5,ENST00000511196.5,Cytosol,-4.985675396,557,0.518850987,antisense,chromosome_name4
ENST00000510996.1,ENST00000510996.1,Cytosol,-0.826408541,732,0.517759563,antisense,chromosome_name4
ENST00000510986.2,ENST00000510986.2,Nuclear,3.766994442,1941,0.414734673,antisense,chromosome_name5
ENST00000510972.5,ENST00000510972.5,Cytosol,-0.368096861,1424,0.416432584,antisense,chromosome_name5
ENST00000510859.5,ENST00000510859.5,Cytosol,-1.642223985,2313,0.475572849,antisense,chromosome_name2
