name,class,Log 2 Fol-Change
ENST00000426870.1,Nuclear,3.452643015
ENST00000624567.1,Nuclear,3.931920231
ENST00000558031.5,Nuclear,4.444534
ENST00000623335.1,Nuclear,3.526845458
ENST00000500526.1,Nuclear,3.855927369
ENST00000620572.1,Nuclear,4.936620234
ENST00000564683.1,Nuclear,3.332963107
ENST00000582033.1,Nuclear,4.290357682
ENST00000616965.1,Nuclear,3.886939606
ENST00000523995.1,Nuclear,4.447161367
ENST00000591739.1,Nuclear,3.157616297
ENST00000624530.1,Nuclear,3.468655131
ENST00000620145.4,Nuclear,4.213241744
ENST00000615056.1,Nuclear,3.588057698
ENST00000420766.1,Nuclear,3.974063436
ENST00000624692.1,Nuclear,3.99644541
ENST00000442197.1,Nuclear,3.846600869
ENST00000325811.1,Nuclear,3.606311855
ENST00000612170.1,Nuclear,4.686996065
ENST00000439738.5,Nuclear,3.244791924
ENST00000626200.2,Nuclear,3.779986594
ENST00000511194.5,Nuclear,2.970115682
ENST00000512693.1,Nuclear,3.838077206
ENST00000634701.1,Nuclear,2.897846755
ENST00000417047.1,Nuclear,3.646138548
ENST00000437864.1,Nuclear,3.659335091
ENST00000592908.1,Nuclear,3.137614887
ENST00000444442.1,Nuclear,2.948456488
ENST00000608408.2,Nuclear,3.806438097
ENST00000448199.1,Nuclear,4.064395095
ENST00000566535.1,Nuclear,3.981672834
ENST00000563129.2,Nuclear,4.65196349
ENST00000503095.1,Nuclear,3.381730563
ENST00000623983.1,Nuclear,4.564751729
ENST00000589794.1,Nuclear,2.957218676
ENST00000399003.1,Nuclear,2.855747976
ENST00000454396.2,Nuclear,3.366900755
ENST00000494582.1,Nuclear,3.04608487
ENST00000630717.1,Nuclear,2.854224505
ENST00000607490.1,Nuclear,3.648934099
ENST00000592778.1,Nuclear,3.626377946
ENST00000507491.1,Nuclear,2.819905661
ENST00000518704.1,Nuclear,3.186902774
ENST00000509655.2,Nuclear,3.413526262
ENST00000641584.1,Nuclear,5.316157176
ENST00000492922.1,Nuclear,3.072674385
ENST00000414750.1,Nuclear,3.01733832
ENST00000510203.1,Nuclear,4.618602692
ENST00000624764.1,Nuclear,2.950983237
ENST00000527550.1,Nuclear,2.979275524
ENST00000565937.1,Nuclear,3.407189808
ENST00000602921.1,Nuclear,3.104301549
ENST00000520870.1,Nuclear,4.042877581
ENST00000590813.1,Nuclear,3.932763024
ENST00000605740.1,Nuclear,4.354290785
ENST00000554025.1,Nuclear,3.39487642
ENST00000608148.1,Nuclear,3.382585358
ENST00000617058.1,Nuclear,3.464876942
ENST00000375987.3,Nuclear,5.433075611
ENST00000595711.5,Nuclear,3.207220865
ENST00000497961.1,Nuclear,3.821247278
ENST00000584749.2,Nuclear,3.372101158
ENST00000451969.1,Nuclear,4.816547215
ENST00000413070.1,Nuclear,3.203992725
ENST00000449106.1,Nuclear,3.172943775
ENST00000551161.1,Nuclear,3.180745937
ENST00000531426.1,Nuclear,3.81648232
ENST00000584758.2,Nuclear,4.252778067
ENST00000586227.1,Nuclear,3.322089839
ENST00000543286.5,Nuclear,2.800257711
ENST00000524131.5,Nuclear,2.811482028
ENST00000517733.1,Nuclear,2.841910259
ENST00000608487.5,Nuclear,8.071960735
ENST00000450727.5,Nuclear,3.155879439
ENST00000626674.2,Nuclear,3.700198523
ENST00000511785.1,Nuclear,3.613624682
ENST00000607950.1,Nuclear,3.704302321
ENST00000582570.1,Nuclear,4.030827756
ENST00000412954.1,Nuclear,2.818268503
ENST00000427085.6,Nuclear,3.742722216
ENST00000622964.1,Nuclear,4.673380396
ENST00000449712.1,Nuclear,3.843829345
ENST00000578897.1,Nuclear,5.052092202
ENST00000574460.1,Nuclear,4.027868627
ENST00000544380.1,Nuclear,3.793567449
ENST00000608111.1,Nuclear,3.902627052
ENST00000599562.5,Nuclear,2.88214327
ENST00000566869.1,Nuclear,2.98577154
ENST00000498714.1,Nuclear,3.919311008
ENST00000413887.1,Nuclear,3.253567694
ENST00000607831.5,Nuclear,3.917252689
ENST00000530833.5,Nuclear,3.217262627
ENST00000428786.1,Nuclear,4.58382465
ENST00000630589.2,Nuclear,2.843640705
ENST00000606809.1,Nuclear,4.027936699
ENST00000416398.1,Nuclear,3.975337926
ENST00000602861.5,Nuclear,3.075346868
ENST00000586340.1,Nuclear,3.860432275
ENST00000623712.1,Nuclear,4.160820857
ENST00000623105.1,Nuclear,4.261465422
ENST00000559730.1,Nuclear,2.882706867
ENST00000453732.1,Nuclear,3.348128391
ENST00000454638.5,Nuclear,3.363707463
ENST00000533615.1,Nuclear,2.966483187
ENST00000558141.5,Nuclear,3.921922618
ENST00000570247.1,Nuclear,3.070696837
ENST00000530572.1,Nuclear,3.569630074
ENST00000584721.1,Nuclear,3.31351553
ENST00000455399.1,Nuclear,3.606446029
ENST00000620864.1,Nuclear,3.362497036
ENST00000309874.2,Nuclear,3.499382697
ENST00000437115.2,Nuclear,2.932833897
ENST00000572594.1,Nuclear,3.041739757
ENST00000443576.3,Nuclear,3.941064532
ENST00000455228.1,Nuclear,2.973132119
ENST00000624886.1,Nuclear,3.63877319
ENST00000492461.1,Nuclear,2.937622684
ENST00000446024.1,Nuclear,2.954754125
ENST00000637947.1,Nuclear,3.499119335
ENST00000623801.1,Nuclear,4.648252377
ENST00000534291.1,Nuclear,3.043021428
ENST00000548385.1,Nuclear,3.229914023
ENST00000518418.1,Nuclear,5.370148373
ENST00000420070.1,Nuclear,3.237996345
ENST00000515296.1,Nuclear,3.168712483
ENST00000413745.3,Nuclear,4.33587152
ENST00000567749.1,Nuclear,3.120922733
ENST00000613210.1,Nuclear,2.888946404
ENST00000566225.1,Nuclear,2.825054446
ENST00000553639.1,Nuclear,2.986384004
ENST00000631401.1,Nuclear,3.635836733
ENST00000441570.1,Nuclear,2.803566631
ENST00000509506.1,Nuclear,4.236727954
ENST00000432987.1,Nuclear,3.427675172
ENST00000432583.2,Nuclear,5.720626691
ENST00000450440.1,Nuclear,3.109316965
ENST00000619147.4,Nuclear,3.374545814
ENST00000614991.4,Nuclear,3.998351441
ENST00000558245.1,Nuclear,3.747533716
ENST00000636386.1,Nuclear,4.531216289
ENST00000550941.1,Nuclear,3.345027644
ENST00000596283.5,Nuclear,3.295547384
ENST00000456949.2,Nuclear,4.059587476
ENST00000566457.1,Nuclear,3.897765146
ENST00000418049.1,Nuclear,3.500085309
ENST00000426991.2,Nuclear,4.16578563
ENST00000625818.1,Nuclear,3.640971611
ENST00000562904.1,Nuclear,3.200419408
ENST00000456687.3,Nuclear,3.543078269
ENST00000616974.1,Nuclear,3.911939396
ENST00000623762.1,Nuclear,3.275631229
ENST00000414159.2,Nuclear,3.528699198
ENST00000607902.1,Nuclear,2.904527038
ENST00000418297.1,Nuclear,3.405053962
ENST00000510268.1,Nuclear,3.781237737
ENST00000461063.6,Nuclear,3.256447095
ENST00000502390.5,Nuclear,3.817182735
ENST00000433521.2,Nuclear,3.03290639
ENST00000635800.1,Nuclear,4.328352575
ENST00000625348.2,Nuclear,2.889934958
ENST00000597651.6,Nuclear,4.628143952
ENST00000530846.1,Nuclear,3.695578628
ENST00000512237.1,Nuclear,3.329860829
ENST00000525578.1,Nuclear,3.502021528
ENST00000428190.1,Nuclear,2.959667068
ENST00000626387.2,Nuclear,2.953445085
ENST00000427247.1,Nuclear,4.257657881
ENST00000578243.5,Nuclear,5.462779496
ENST00000523178.1,Nuclear,2.92518371
ENST00000641073.1,Nuclear,5.378887242
ENST00000564401.1,Nuclear,3.357018893
ENST00000424751.2,Nuclear,3.666801992
ENST00000517732.5,Nuclear,3.636902462
ENST00000599092.1,Nuclear,3.24520125
ENST00000474954.5,Nuclear,3.681095021
ENST00000484703.1,Nuclear,4.323623783
ENST00000600473.1,Nuclear,3.095234622
ENST00000593234.5,Nuclear,2.95775471
ENST00000564523.2,Nuclear,3.811003295
ENST00000437897.7,Nuclear,3.013412164
ENST00000453045.1,Nuclear,2.890152399
ENST00000627996.2,Nuclear,4.152442614
ENST00000435697.1,Nuclear,6.63688388
ENST00000587696.2,Nuclear,3.019639764
ENST00000579050.1,Nuclear,5.294933692
ENST00000519775.2,Nuclear,3.627368403
ENST00000399123.2,Nuclear,3.367347902
ENST00000423593.1,Nuclear,3.236775846
ENST00000566898.1,Nuclear,4.932882866
ENST00000556024.1,Nuclear,3.054458958
ENST00000613467.4,Nuclear,4.632475603
ENST00000629517.1,Nuclear,3.309421984
ENST00000563041.5,Nuclear,3.817978807
ENST00000413356.1,Nuclear,3.041931974
ENST00000609162.1,Nuclear,3.362531389
ENST00000619681.1,Nuclear,4.941826535
ENST00000623520.1,Nuclear,3.429002101
ENST00000521793.1,Nuclear,3.18583694
ENST00000415964.2,Nuclear,3.897197708
ENST00000457625.2,Nuclear,4.276244235
ENST00000636317.1,Nuclear,3.439110149
ENST00000452051.1,Nuclear,3.007873716
ENST00000543969.1,Nuclear,4.28305025
ENST00000416100.1,Nuclear,3.731233036
ENST00000557527.1,Nuclear,3.952913364
ENST00000585647.2,Nuclear,4.303579061
ENST00000586447.1,Nuclear,3.855464434
ENST00000615131.2,Nuclear,3.293617232
ENST00000608716.5,Nuclear,3.598244027
ENST00000633169.1,Nuclear,3.749001926
ENST00000502368.1,Nuclear,3.970771528
ENST00000397750.7,Nuclear,3.366474365
ENST00000417120.1,Nuclear,3.463682672
ENST00000611242.1,Nuclear,3.060400153
ENST00000442435.3,Nuclear,2.87616758
ENST00000600813.1,Nuclear,3.539653937
ENST00000512856.1,Nuclear,4.572170841
ENST00000472046.1,Nuclear,3.9660987
ENST00000508887.5,Nuclear,3.740257689
ENST00000427168.6,Nuclear,4.442907498
ENST00000449175.1,Nuclear,4.029347288
ENST00000641495.1,Nuclear,4.129565074
ENST00000592332.1,Nuclear,3.507478129
ENST00000623763.1,Nuclear,3.747541287
ENST00000637510.1,Nuclear,3.99663399
ENST00000577364.1,Nuclear,3.415640662
ENST00000624557.1,Nuclear,4.188738805
ENST00000420508.1,Nuclear,3.469787663
ENST00000505718.1,Nuclear,5.16319389
ENST00000394240.3,Nuclear,3.231302067
ENST00000627419.2,Nuclear,5.285387395
ENST00000599358.5,Nuclear,3.624120319
ENST00000333482.4,Nuclear,4.080402969
ENST00000434807.1,Nuclear,3.060535779
ENST00000529282.1,Nuclear,3.356105582
ENST00000534909.2,Nuclear,3.531825207
ENST00000422519.1,Nuclear,3.270956373
ENST00000401043.3,Nuclear,3.542663541
ENST00000617353.1,Nuclear,4.989076807
ENST00000441492.1,Nuclear,5.062470897
ENST00000616706.4,Nuclear,4.877691513
ENST00000570809.1,Nuclear,3.350806875
ENST00000608667.1,Nuclear,4.237990499
ENST00000606617.1,Nuclear,3.96615552
ENST00000635398.1,Nuclear,3.254608759
ENST00000564076.1,Nuclear,3.202147854
ENST00000622794.1,Nuclear,4.006384303
ENST00000610778.1,Nuclear,4.646902794
ENST00000420389.1,Nuclear,4.123836071
ENST00000588561.1,Nuclear,3.594569781
ENST00000380387.3,Nuclear,3.61388894
ENST00000595532.1,Nuclear,4.759415461
ENST00000530198.1,Nuclear,4.065462099
ENST00000577385.1,Nuclear,2.939300662
ENST00000623904.1,Nuclear,2.906126363
ENST00000413005.1,Nuclear,2.935112712
ENST00000579125.1,Nuclear,4.293424698
ENST00000417987.1,Nuclear,3.177514683
ENST00000550290.2,Nuclear,3.371142827
ENST00000452429.5,Nuclear,3.194131766
ENST00000597619.1,Nuclear,3.443310388
ENST00000609896.1,Nuclear,5.547155361
ENST00000569215.1,Nuclear,3.039353654
ENST00000561241.1,Nuclear,2.868657458
ENST00000510444.1,Nuclear,3.139531622
ENST00000598586.1,Nuclear,3.525358988
ENST00000424174.1,Nuclear,3.418316103
ENST00000370438.2,Nuclear,3.320805987
ENST00000514844.5,Nuclear,3.252717579
ENST00000622996.1,Nuclear,3.28854369
ENST00000510095.5,Nuclear,2.927169116
ENST00000431347.1,Nuclear,3.245949707
ENST00000434255.1,Nuclear,2.953778407
ENST00000442449.1,Nuclear,4.239527701
ENST00000588707.5,Nuclear,3.468645999
ENST00000422357.5,Nuclear,2.977635583
ENST00000253470.4,Nuclear,2.881916221
ENST00000569644.1,Nuclear,3.289951946
ENST00000433101.1,Nuclear,3.412888025
ENST00000618608.1,Nuclear,4.330825932
ENST00000639965.1,Nuclear,3.272009919
ENST00000623955.1,Nuclear,4.389229952
ENST00000504882.1,Nuclear,3.532703915
ENST00000587008.1,Nuclear,3.208562913
ENST00000551940.1,Nuclear,3.284540409
ENST00000439246.5,Nuclear,3.221991874
ENST00000599934.1,Nuclear,2.970160283
ENST00000573820.1,Nuclear,3.352603402
ENST00000608834.1,Nuclear,2.881800772
ENST00000623155.1,Nuclear,2.924553394
ENST00000565058.2,Nuclear,3.234073531
ENST00000625164.1,Nuclear,2.986422158
ENST00000630898.2,Nuclear,3.185531275
ENST00000638964.1,Nuclear,2.898041699
ENST00000599360.1,Nuclear,3.281673752
ENST00000550678.1,Nuclear,2.897206603
ENST00000623853.1,Nuclear,3.860557129
ENST00000629393.1,Nuclear,4.716624784
ENST00000605923.1,Nuclear,3.519380696
ENST00000535247.1,Nuclear,4.228331769
ENST00000414582.1,Nuclear,2.872730287
ENST00000581019.1,Nuclear,3.730085794
ENST00000579385.1,Nuclear,3.149243089
ENST00000520025.1,Nuclear,3.30256836
ENST00000416999.1,Nuclear,3.463675164
ENST00000608114.1,Nuclear,3.068871299
ENST00000514269.1,Nuclear,4.807459361
ENST00000445613.1,Nuclear,2.825909963
ENST00000624910.1,Nuclear,2.879698944
ENST00000641588.1,Nuclear,2.868378907
ENST00000422405.1,Nuclear,2.986923442
ENST00000591634.1,Nuclear,2.88756425
ENST00000564841.1,Nuclear,3.815303401
ENST00000437097.1,Nuclear,3.178807123
ENST00000596778.1,Nuclear,3.011695979
ENST00000619015.1,Nuclear,2.846729111
ENST00000519314.5,Nuclear,3.496452631
ENST00000514736.1,Nuclear,2.994891316
ENST00000596569.1,Nuclear,2.843087607
ENST00000577267.1,Nuclear,4.011350171
ENST00000625052.1,Nuclear,3.85695074
ENST00000398702.7,Nuclear,4.002773369
ENST00000560391.1,Nuclear,3.353258314
ENST00000556720.5,Nuclear,3.160291181
ENST00000556913.1,Nuclear,3.825205068
ENST00000589376.1,Nuclear,2.964889435
ENST00000492416.2,Nuclear,2.868403662
ENST00000522547.1,Nuclear,3.337451206
ENST00000434733.3,Nuclear,4.474700707
ENST00000626969.2,Nuclear,4.213283735
ENST00000542933.5,Nuclear,2.938445567
ENST00000418834.1,Nuclear,4.011247863
ENST00000432047.4,Nuclear,2.840147644
ENST00000615137.1,Nuclear,3.63814835
ENST00000522762.1,Nuclear,2.964968217
ENST00000563090.1,Nuclear,2.958161956
ENST00000611481.1,Nuclear,3.918566862
ENST00000494221.1,Nuclear,3.11697068
ENST00000620494.1,Nuclear,2.814084404
ENST00000426428.5,Nuclear,3.282050156
ENST00000489542.6,Nuclear,3.12182913
ENST00000563464.1,Nuclear,4.402419035
ENST00000617323.4,Nuclear,3.008217366
ENST00000538304.1,Nuclear,3.272954658
ENST00000457272.5,Nuclear,4.039960442
ENST00000613170.1,Nuclear,3.1392019
ENST00000624526.1,Nuclear,2.926873777
ENST00000623370.2,Nuclear,3.705328842
ENST00000326341.8,Nuclear,3.648964013
ENST00000454348.1,Nuclear,3.797300091
ENST00000511517.1,Nuclear,3.039796087
ENST00000626479.1,Nuclear,4.024818443
ENST00000556411.1,Nuclear,2.849096067
ENST00000576600.1,Nuclear,3.250054895
ENST00000429159.6,Nuclear,4.442620558
ENST00000581213.1,Nuclear,4.013605978
ENST00000431407.1,Nuclear,2.90164136
ENST00000616078.1,Nuclear,3.72442206
ENST00000607513.2,Nuclear,3.480971664
ENST00000556361.1,Nuclear,3.426883299
ENST00000503589.1,Nuclear,3.279514365
ENST00000623774.1,Nuclear,4.365926261
ENST00000610689.1,Nuclear,3.213665446
ENST00000624371.1,Nuclear,3.632793175
ENST00000424943.1,Nuclear,3.230840774
ENST00000591156.5,Nuclear,4.005784015
ENST00000574290.1,Nuclear,3.062821606
ENST00000545999.1,Nuclear,3.142013763
ENST00000624878.1,Nuclear,2.831244442
ENST00000560077.1,Nuclear,3.070846227
ENST00000624366.1,Nuclear,3.064303736
ENST00000589671.1,Nuclear,3.047827735
ENST00000505166.2,Nuclear,3.585194774
ENST00000641965.1,Nuclear,5.112669731
ENST00000360528.3,Nuclear,3.980116926
ENST00000553046.1,Nuclear,3.654503847
ENST00000440002.1,Nuclear,3.764033316
ENST00000626688.2,Nuclear,2.865402844
ENST00000571724.3,Nuclear,4.683437328
ENST00000423914.1,Nuclear,2.99529979
ENST00000425602.1,Nuclear,4.168535742
ENST00000450327.5,Nuclear,3.184563878
ENST00000504419.1,Nuclear,3.08812661
ENST00000556637.5,Nuclear,3.398740487
ENST00000366376.2,Nuclear,2.813850573
ENST00000627336.2,Nuclear,4.273805973
ENST00000583326.1,Nuclear,3.811030002
ENST00000607066.1,Nuclear,4.136166749
ENST00000440094.2,Nuclear,4.246161728
ENST00000477153.1,Nuclear,5.350718992
ENST00000490357.1,Nuclear,2.972392794
ENST00000415502.1,Nuclear,5.865549362
ENST00000623129.1,Nuclear,3.224471965
ENST00000416330.2,Nuclear,6.579796886
ENST00000437846.1,Nuclear,3.1769312
ENST00000549527.1,Nuclear,3.729234792
ENST00000628580.2,Nuclear,4.695693215
ENST00000439185.1,Nuclear,4.844330145
ENST00000391437.2,Nuclear,3.202889909
ENST00000439014.1,Nuclear,3.695665666
ENST00000624807.1,Nuclear,3.814321802
ENST00000452048.1,Nuclear,2.922786538
ENST00000476839.2,Nuclear,3.260540143
ENST00000641295.1,Nuclear,6.533334177
ENST00000563044.1,Nuclear,3.900487165
ENST00000416890.5,Nuclear,3.873133625
ENST00000456273.1,Nuclear,3.214701672
ENST00000634535.1,Nuclear,3.95625484
ENST00000505240.5,Nuclear,3.311687463
ENST00000505748.5,Nuclear,3.454406251
ENST00000637332.1,Nuclear,5.894399527
ENST00000583497.1,Nuclear,3.194546144
ENST00000457273.5,Nuclear,2.994975427
ENST00000604666.1,Nuclear,2.943130401
ENST00000452199.1,Nuclear,3.16205311
ENST00000581595.5,Nuclear,4.529680329
ENST00000635706.1,Nuclear,2.976093791
ENST00000452207.1,Nuclear,3.984419412
ENST00000469812.1,Nuclear,2.826986273
ENST00000563737.1,Nuclear,2.996716086
ENST00000625147.3,Nuclear,3.36069993
ENST00000456447.5,Nuclear,2.996544409
ENST00000571305.5,Nuclear,3.449167206
ENST00000567396.1,Nuclear,4.036400713
ENST00000508851.1,Nuclear,3.248784933
ENST00000449140.2,Nuclear,3.523391427
ENST00000412798.1,Nuclear,3.279999584
ENST00000601395.1,Nuclear,2.84261755
ENST00000503263.1,Nuclear,3.104420836
ENST00000570562.5,Nuclear,3.685397423
ENST00000602313.1,Nuclear,3.95186661
ENST00000593117.3,Nuclear,4.059975584
ENST00000524412.1,Nuclear,3.132690117
ENST00000520444.5,Nuclear,4.593254766
ENST00000637595.1,Nuclear,3.333266299
ENST00000615844.1,Nuclear,2.828312007
ENST00000453395.5,Nuclear,5.411023645
ENST00000488425.1,Nuclear,3.254867533
ENST00000435311.1,Nuclear,3.046582389
ENST00000629078.1,Nuclear,2.805237456
ENST00000570869.1,Nuclear,3.495277634
ENST00000427269.2,Nuclear,3.843487605
ENST00000609310.3,Nuclear,3.890163097
ENST00000637474.1,Nuclear,2.830393433
ENST00000435749.5,Nuclear,3.370743622
ENST00000576086.1,Nuclear,5.024448272
ENST00000583148.1,Nuclear,3.493921569
ENST00000601363.1,Nuclear,3.403907405
ENST00000414435.1,Nuclear,3.212718033
ENST00000590413.5,Nuclear,3.792306141
ENST00000409912.5,Nuclear,4.937313944
ENST00000639946.1,Nuclear,3.107456471
ENST00000625513.1,Nuclear,3.301838449
ENST00000642115.2,Cytosol,-0.381503067
ENST00000572574.5,Cytosol,-0.111428736
ENST00000595269.5,Cytosol,-2.776895199
ENST00000566878.1,Cytosol,-0.73677181
ENST00000584428.1,Cytosol,-0.020880209
ENST00000565342.5,Cytosol,-6.240874716
ENST00000623860.2,Cytosol,-0.209604575
ENST00000502514.5,Cytosol,-2.240158514
ENST00000635536.2,Cytosol,-3.784128878
ENST00000591854.5,Cytosol,-0.298443431
ENST00000502419.1,Cytosol,-0.419062345
ENST00000586816.1,Cytosol,-0.642727906
ENST00000622695.1,Cytosol,-0.615689836
ENST00000413358.6,Cytosol,-0.561257925
ENST00000586942.5,Cytosol,-2.376636857
ENST00000430897.1,Cytosol,-0.565397473
ENST00000498871.2,Cytosol,-0.323698365
ENST00000566567.1,Cytosol,-0.01326831
ENST00000514696.1,Cytosol,-0.69866235
ENST00000442417.5,Cytosol,-0.222522905
ENST00000436642.1,Cytosol,-1.712226356
ENST00000509363.1,Cytosol,-0.118213464
ENST00000430787.1,Cytosol,-2.036321253
ENST00000496793.1,Cytosol,-0.185757572
ENST00000461864.5,Cytosol,-1.072555597
ENST00000423796.1,Cytosol,-3.06940259
ENST00000620050.1,Cytosol,-2.038189477
ENST00000594152.5,Cytosol,-3.864983445
ENST00000523683.1,Cytosol,-0.182896691
ENST00000418837.5,Cytosol,-0.670004521
ENST00000597105.1,Cytosol,-3.146395822
ENST00000607710.1,Cytosol,-1.531566426
ENST00000593427.1,Cytosol,-0.237987554
ENST00000623894.1,Cytosol,-0.134346801
ENST00000381106.4,Cytosol,-1.892164522
ENST00000454735.1,Cytosol,-2.654692122
ENST00000543515.6,Cytosol,-2.478376121
ENST00000440629.1,Cytosol,-1.336027588
ENST00000623095.3,Cytosol,-2.285431913
ENST00000542112.5,Cytosol,-2.959088137
ENST00000521231.1,Cytosol,-5.448281274
ENST00000551650.1,Cytosol,-1.841788549
ENST00000420253.3,Cytosol,-0.558724534
ENST00000422093.5,Cytosol,-3.023974302
ENST00000419627.1,Cytosol,-0.516280391
ENST00000603472.1,Cytosol,-1.187247807
ENST00000443579.1,Cytosol,-1.065424561
ENST00000562328.2,Cytosol,-0.048235162
ENST00000430416.5,Cytosol,-0.444525831
ENST00000600379.5,Cytosol,-2.403634533
ENST00000641055.1,Cytosol,-0.214787451
ENST00000352271.6,Cytosol,-0.965772079
ENST00000443596.1,Cytosol,-0.994995586
ENST00000623430.1,Cytosol,-2.508008348
ENST00000447651.1,Cytosol,-0.217859703
ENST00000427745.1,Cytosol,-1.091512885
ENST00000592070.1,Cytosol,-0.571010161
ENST00000618730.1,Cytosol,-0.009107496
ENST00000425048.1,Cytosol,-0.224187527
ENST00000568776.5,Cytosol,-0.131388989
ENST00000504916.1,Cytosol,-0.11319998
ENST00000451318.2,Cytosol,-1.350120326
ENST00000610335.4,Cytosol,-1.761858784
ENST00000501176.6,Cytosol,-3.425295439
ENST00000523301.1,Cytosol,-0.263182357
ENST00000425089.1,Cytosol,-0.556953767
ENST00000467896.2,Cytosol,-2.697994333
ENST00000534620.1,Cytosol,-4.522135065
ENST00000414126.1,Cytosol,-0.457712288
ENST00000415530.1,Cytosol,-1.338762529
ENST00000602767.1,Cytosol,-0.288020131
ENST00000578788.1,Cytosol,-1.573261505
ENST00000381800.3,Cytosol,-1.272738919
ENST00000606727.1,Cytosol,-2.365187415
ENST00000611877.1,Cytosol,-1.325165872
ENST00000508021.5,Cytosol,-2.397310619
ENST00000512916.2,Cytosol,-1.375449736
ENST00000371639.7,Cytosol,-0.008971714
ENST00000429228.1,Cytosol,-1.803134497
ENST00000424241.1,Cytosol,-1.066626008
ENST00000502457.1,Cytosol,-1.916751576
ENST00000619334.1,Cytosol,-0.257933575
ENST00000413129.1,Cytosol,-1.131701598
ENST00000521718.2,Cytosol,-2.186993061
ENST00000442712.1,Cytosol,-0.546015563
ENST00000563054.1,Cytosol,-0.570744819
ENST00000627197.1,Cytosol,-2.570604033
ENST00000431542.1,Cytosol,-1.684183091
ENST00000437506.2,Cytosol,-0.300825679
ENST00000433747.6,Cytosol,-0.404128261
ENST00000533434.1,Cytosol,-2.050239679
ENST00000621156.1,Cytosol,-3.003012721
ENST00000567257.5,Cytosol,-0.379483307
ENST00000498005.1,Cytosol,-3.005472141
ENST00000429388.5,Cytosol,-0.606044009
ENST00000449713.1,Cytosol,-0.374254921
ENST00000421275.1,Cytosol,-0.147497927
ENST00000411573.6,Cytosol,-0.402494339
ENST00000555011.2,Cytosol,-0.163690864
ENST00000628546.1,Cytosol,-0.554670417
ENST00000476474.5,Cytosol,-1.916258257
ENST00000412749.1,Cytosol,-0.800851427
ENST00000447570.1,Cytosol,-3.02907806
ENST00000628775.2,Cytosol,-4.672913021
ENST00000640078.1,Cytosol,-0.148061451
ENST00000416111.1,Cytosol,-2.360347547
ENST00000521989.2,Cytosol,-2.035798831
ENST00000613454.1,Cytosol,-0.189597502
ENST00000518993.1,Cytosol,-0.691938152
ENST00000420335.5,Cytosol,-5.820301017
ENST00000606899.1,Cytosol,-1.558841199
ENST00000500941.2,Cytosol,-0.782633299
ENST00000625153.3,Cytosol,-1.17330243
ENST00000555272.1,Cytosol,-5.418361247
ENST00000431800.1,Cytosol,-0.552717049
ENST00000558515.1,Cytosol,-1.110504528
ENST00000470375.1,Cytosol,-3.660535418
ENST00000449673.1,Cytosol,-1.628756912
ENST00000453671.5,Cytosol,-0.841847417
ENST00000399886.2,Cytosol,-0.569943863
ENST00000544557.1,Cytosol,-1.063809361
ENST00000517833.1,Cytosol,-2.423350756
ENST00000444362.2,Cytosol,-1.734044609
ENST00000641078.1,Cytosol,-1.635599236
ENST00000616634.1,Cytosol,-0.739153773
ENST00000608433.1,Cytosol,-0.188923167
ENST00000441052.1,Cytosol,-0.343047047
ENST00000472913.1,Cytosol,-1.159849911
ENST00000589457.2,Cytosol,-0.787141266
ENST00000521230.5,Cytosol,-0.108970212
ENST00000506534.2,Cytosol,-2.08462753
ENST00000577914.1,Cytosol,-0.971552474
ENST00000448015.1,Cytosol,-1.964958556
ENST00000545181.5,Cytosol,-0.028945562
ENST00000551210.1,Cytosol,-0.201263702
ENST00000554558.5,Cytosol,-1.195154401
ENST00000426270.5,Cytosol,-1.480925486
ENST00000605700.1,Cytosol,-3.416784995
ENST00000588223.5,Cytosol,-0.181673957
ENST00000563252.2,Cytosol,-1.236502634
ENST00000426045.5,Cytosol,-2.440678957
ENST00000423963.1,Cytosol,-1.333469506
ENST00000454857.5,Cytosol,-2.928021982
ENST00000537170.1,Cytosol,-0.167753381
ENST00000488720.1,Cytosol,-2.760352868
ENST00000625815.2,Cytosol,-2.049025393
ENST00000513958.1,Cytosol,-0.983960586
ENST00000414157.1,Cytosol,-0.592642186
ENST00000610979.1,Cytosol,-0.8191549
ENST00000484207.5,Cytosol,-7.266387492
ENST00000357168.6,Cytosol,-0.72219378
ENST00000569111.1,Cytosol,-5.160159956
ENST00000469539.1,Cytosol,-0.988823478
ENST00000625515.2,Cytosol,-2.123552533
ENST00000529823.1,Cytosol,-3.730578317
ENST00000435163.4,Cytosol,-0.89964695
ENST00000610813.1,Cytosol,-0.269060449
ENST00000607315.1,Cytosol,-0.388753532
ENST00000615051.1,Cytosol,-0.233164183
ENST00000483218.1,Cytosol,-0.567388873
ENST00000416575.1,Cytosol,-0.868384668
ENST00000623565.3,Cytosol,-1.549751193
ENST00000517961.3,Cytosol,-0.705608553
ENST00000549710.1,Cytosol,-0.23890502
ENST00000457303.3,Cytosol,-0.545143225
ENST00000465215.1,Cytosol,-2.615415268
ENST00000490314.1,Cytosol,-0.694286957
ENST00000426839.1,Cytosol,-1.86462157
ENST00000526795.1,Cytosol,-0.128721362
ENST00000565315.1,Cytosol,-1.559992273
ENST00000623215.1,Cytosol,-0.721406333
ENST00000607801.5,Cytosol,-2.131241276
ENST00000524312.1,Cytosol,-1.506946582
ENST00000629760.2,Cytosol,-1.885812866
